# TITLE: Expression data from non-small cell lung carcinoma (NSCLC)
# SUMMARY: The analytical validation of a 15 gene prognostic signature for early-stage, completely resected, non-small-cell lung carcinoma that distinguishes between patients with good and poor prognoses.
GPL570_Group,GPL570_Accession,GPL570_Title,GPL570_Source name,GPL570_Study,GPL570_Tissue,GPL570_Agent,GPL570_Risk,GPL570_Specimen,GPL570_Lab,GPL570_Specimen treatment,GPL570_Patient
-,GSM1540223,EQUIVALENCE STUDY::Specimen-110-1;RNALater    ;'Rep.1 (S0867F0100.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,RNALater,
-,GSM1540224,EQUIVALENCE STUDY::Specimen-110-1;RNALater    ;'Rep.2 (S0867F0100.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,RNALater,
-,GSM1540225,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.1 (S0867F0101.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540226,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.2 (S0867F0101.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540227,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.1 (S0867F0102.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540228,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.2 (S0867F0102.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540229,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0103.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540230,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0103.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540231,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.1 (S0867F0104.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540232,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.2 (S0867F0104.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540233,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.1 (S0867F0105.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540234,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.2 (S0867F0105.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540235,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0106.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540236,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0106.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540237,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.1 (S0867F0107.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540238,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.2 (S0867F0107.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540239,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0108.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540240,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0108.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540241,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0111.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540242,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0111.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540243,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0112.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540244,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0112.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540245,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0113.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540246,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0113.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540247,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0115.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540248,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0115.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540249,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0116.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540250,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0116.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540251,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.1 (S0867F0117.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540252,EQUIVALENCE STUDY::Specimen-110-0;Fresh Frozen;'Rep.2 (S0867F0117.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-0,,Fresh Frozen,
-,GSM1540253,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.1 (S0867F0118.1),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540254,EQUIVALENCE STUDY::Specimen-110-1;Fresh Frozen;'Rep.2 (S0867F0118.2),Lung,EQUIVALENCE STUDY,non-small-cell lung carcinoma,,,Specimen-110-1,,Fresh Frozen,
-,GSM1540255,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540256,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540257,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540258,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540259,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540260,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540261,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540262,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540263,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540264,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540265,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540266,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540267,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540268,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540269,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540270,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540271,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540272,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540273,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 1;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540274,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 2;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540275,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540276,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540277,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540278,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540279,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540280,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540281,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540282,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540283,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540284,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540285,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540286,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540287,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540288,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540289,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540290,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540291,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540292,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540293,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540294,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540295,PRECISION STUDY::Patient 1 in 1st sub-study;High Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 1 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540296,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540297,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540298,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540299,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540300,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540301,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540302,PRECISION STUDY::Patient 2 in 1st sub-study;High Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 2 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540303,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540304,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540305,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540306,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540307,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540308,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540309,PRECISION STUDY::Patient 3 in 1st sub-study;High Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient 3 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540310,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540311,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540312,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540313,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
