custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE53893.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title/summary and sample annotations describe H1299 cell line experiments (Hypoxic/Normoxic H1299 replicates, transfected with p53 WT or mutant). No patient identifiers or survival time/status fields (OS/PFS/RFS) are present. | justification: This is an in vitro cell line transcriptional profiling study (H1299 cells), not a clinical cohort. There are no patient-level clinical variables or survival outcomes reported.","No | stage i evidence: Sample annotations describe cell line (H1299) and experimental conditions; no tumor stage information is provided. | act evidence: No annotation indicating adjuvant chemotherapy or treatment of human patients is present—only experimental transfection and hypoxia/normoxia treatments. | justification: The dataset contains only cell line experimental metadata, so it cannot meet the criteria of >50% stage I patients or contain explicit ACT annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: Lacks any patient survival time/status and lacks clinical staging or ACT annotation. It is an in vitro p53 hypoxia experiment in H1299 cells and therefore does not satisfy inclusion criteria.,No,False
samples_table_GSE114694.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title and summary describe microarray analysis of A549 cell line with/without CNOT3 knockdown; sample metadata lists GSM entries with 'Cell line', 'A549', no patient IDs or survival fields. | justification: This is an in vitro cell-line experiment (A549) and contains no patient-specific survival time or status (OS/RFS/PFS) information.","No | stage i evidence: Sample metadata describes 'A549 human NSCLC cells', 'Cell line' — no clinical stage annotations or patient-stage data provided. | act evidence: No adjuvant chemotherapy (ACT) or treatment annotation for patients is present; 'Treated with' refers to Doxycyclin treatment of cell lines, not clinical ACT. | justification: Dataset contains only cell-line experimental conditions, so neither a majority of Stage I patients nor explicit patient ACT annotation is available.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails survival criterion (no patient survival/time/status data) and fails stage/ACT criterion (no patient-stage or adjuvant chemotherapy annotations; data are from A549 cell lines).,No,False
samples_table_GSE19434.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title/summary: '217 non-pathologic human tissues' and dataset table columns include 'GPL9183_Tissue','GPL9183_Pathogenicity','GPL9183_Gender' with sample IDs (e.g., lung_13) but no columns for survival time or status (OS/RFS/PFS). | justification: Dataset contains normal tissue methylation samples without any patient survival time or event/status fields; therefore it lacks required survival data.","No | stage i evidence: Sample annotations show tissue type and 'Pathogenicity' = 'normal' (e.g., many 'lung_...' entries) but no tumor stage information is provided. | act evidence: No columns or annotations indicate treatment or adjuvant chemotherapy; entries are normal tissues and include only tissue, pathogenicity, and gender. | justification: There is neither staging information (no Stage I labels) nor any explicit ACT/treatment annotation in the provided metadata.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no patient-specific survival time/status, and no tumor stage or adjuvant chemotherapy annotation (samples are pathologically normal tissues). Not eligible for inclusion.",No,False
samples_table_GSE25326.csv,,gpt-5-mini-2025-08-07,"Yes | evidence: Multiple sample records include a 'time to recurrence or censorship (months): <number>' field (e.g., p1082: 15, p1323: 71, p1409: 70, etc.), indicating recurrence-free survival/time-to-recurrence data. | justification: Survival time (time to recurrence or censorship) is present for many samples (RFS/DFS). However, an explicit event indicator (recurrence vs. censored) is not clearly labeled in the provided columns, so status may be ambiguous or encoded elsewhere.","No | stage i evidence: No AJCC/TNM stage or stage I/II/III/IV annotations are present in the metadata; only histologic subtype (adenocarcinoma, squamous, large cell) is provided. | act evidence: There is no explicit annotation for adjuvant chemotherapy (ACT) or treatment variables in the provided fields. | justification: Because staging information is absent, the proportion of Stage I cases cannot be determined, and there is no ACT annotation.",meets survival criterion: Yes | meets stage or act criterion: No | justification: The dataset satisfies inclusion criterion 1 (patient-level time-to-recurrence/censorship is provided). It does not satisfy criterion 2 because neither stage breakdown (to assess >50% Stage I) nor explicit adjuvant chemotherapy annotations are available.,No,False
samples_table_GSE51854.csv,,gpt-5-mini-2025-08-07,"No | evidence: Study summary and provided sample table do not report patient survival times or status (OS, PFS, RFS). Provided GSM entries are cell-line transfection experiments (e.g., SK-LC-7), not clinical patient survival records. | justification: No patient-specific survival time or event/status fields are present in the description or sample metadata provided.","No | stage i evidence: No stage distribution or percent-stage I information is reported in the summary; only counts of specimens (126 NSCLC, 76 adenocarcinomas) are given. | act evidence: No adjuvant chemotherapy (ACT) annotation or treatment metadata is reported in the summary or provided sample table. | justification: Neither a >50% stage I composition nor explicit ACT annotations are present in the available metadata; sample entries shown are cell-line experiments rather than annotated clinical tumor samples.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status data and does not provide stage distribution or ACT annotation required by the inclusion criteria. Provided sample metadata indicates cell-line transfection experiments, further arguing against availability of the required clinical annotations.",No,False
samples_table_GSE81644.csv,,gpt-5-mini-2025-08-07,"No | evidence: Summary lists only NSCLC cell lines (e.g., H358, H2009, A549, H1792, H460) as GSM samples; no patient survival time or status fields present. | justification: All samples are cell-line experiments; there is no patient-level clinical data, so no OS/RFS/PFS time or status is available.","No | stage i evidence: No staging information provided—samples are labeled by cell line names, not tumor stage or patient samples. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation appears in the sample metadata; only culture conditions and shRNA labels are present. | justification: Neither majority Stage I composition nor ACT annotation is present; dataset contains only in vitro cell-line data.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient survival/time data and lacks Stage I patient composition or ACT annotation. It's an in vitro cell-line study.,No,False
samples_table_GSE38404.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample table shows PC9 cell line replicates (GSM941549–GSM941556) with columns 'Cell type' = 'Non-Small Cell Lung Cancer (NSCLC)' and 'Pf299804' status = 'Sensitive'/'Resistant'. No patient identifiers, survival times, or status are present. | justification: This is a preclinical/cell line experiment (PC9 clones) rather than a clinical cohort; no patient-specific overall survival, PFS, or recurrence status/time data are provided.","No | stage i evidence: No staging information is provided; samples are cell lines (PC9) rather than patient tumors, so no proportion of Stage I cases can be assessed. | act evidence: No annotation of adjuvant chemotherapy or treatment history is present in the metadata. | justification: Dataset lacks any patient clinical annotations (stage or ACT). It consists solely of cell line replicates classified by drug sensitivity/resistance.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: no patient-level survival time/status and no Stage I majority or explicit adjuvant chemotherapy annotation. It is a preclinical cell line study and thus not appropriate for the clinical NSCLC meta-analysis.,No,False
samples_table_GSE108135.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample annotation columns: GPL570_Patient age, gender, smoking status, diagnosis, Snail oe. No fields for survival time or status (OS/PFS/RFS) are present in the provided metadata or study summary. | justification: Dataset consists of immortalized human bronchial epithelial cell samples (some from donors with/without lung cancer) and experimental manipulations; no patient-specific survival time or event status is provided.",No | stage i evidence: Diagnosis entries state 'No lung cancer' or 'With lung cancer as cells isolated from large airway' with no staging information (no Stage I/II/III/IV reported). | act evidence: No annotation or column indicates adjuvant chemotherapy status or treatment information. | justification: Metadata lacks tumor stage breakdown and contains experimental cell-line/sample descriptors rather than clinical-stage or treatment annotations; therefore >50% Stage I or explicit ACT annotation cannot be ascertained.,"meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: no patient survival time/status is provided, and there is no clinical stage information or adjuvant chemotherapy annotation. The dataset is experimental cell/line-derived samples rather than a clinically annotated NSCLC patient cohort.",No,False
samples_table_GSE198446.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample annotations list cell lines (H358, A549), treatments (siNeg, siKRAS, siUHRF1) and mutations; no patient IDs, survival times, or status fields present. | justification: This is an in vitro methylation study on NSCLC cell lines, not patient samples, so no survival time/status data are available.","No | stage i evidence: None — samples are cell lines, not clinical tumor samples with staging. | act evidence: None — no adjuvant chemotherapy annotation or clinical treatment data provided. | justification: Dataset contains only lung cancer cell line experiments (H358, A549) with siRNA treatments; there is no staging or ACT information.",meets survival criterion: No | meets stage or act criterion: No | justification: Does not meet survival criterion (no patient survival/time data) and does not meet stage I or ACT criterion (samples are cell lines without clinical staging or adjuvant therapy annotations).,No,False
samples_table_GSE50627.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata and summary indicate this is a transcriptomic study of cell lines (A549, NCI-H2170) and normal lung epithelial cell lines; sample table lists GSM IDs for cell line replicates. No patient identifiers, survival times, or status (OS/PFS/RFS) are provided. | justification: Dataset is derived from in vitro cell lines with no patient-level clinical follow-up or survival variables.","No | stage i evidence: No clinical stage annotations present; samples are labeled as cell lines (A549, NCI-H2170) rather than patient tumors, so stage distribution cannot be determined. | act evidence: No treatment or adjuvant chemotherapy annotations appear in the provided metadata. | justification: Because this is a cell-line study, there is neither a majority of Stage I patients nor explicit ACT annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time/status and contains no clinical staging or ACT information. It therefore fails both required inclusion criteria.,No,False
samples_table_GSE99143.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata columns: GPL21439_Group, Accession, Title, Source name, Tissue, Diagnosis — sample rows list 'patient with primary/secondary resistance to TKI' and 'NSCLC'. No fields for overall survival, progression-free survival, recurrence-free survival, survival time, or survival status. | justification: No patient-specific survival time or status variables are present in the provided metadata or summary; only resistance phenotype is given.","No | stage i evidence: No staging information (e.g., Stage I/II/III/IV) is present in the metadata or summary. | act evidence: No annotation for adjuvant chemotherapy (ACT) or treatment history is present; only EGFR-TKI sensitivity/resistance is indicated. | justification: The dataset lacks any stage labels and contains only resistance phenotype; therefore it cannot be confirmed that >50% are Stage I nor that ACT annotation exists.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: there are no survival time/status data, and there is neither staging information indicating ≥50% Stage I nor explicit adjuvant chemotherapy annotation.",No,False
samples_table_GSE43459.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists only H441 lung cancer cell line samples (e.g., 'H441 transfected with scrambled siRNA 1') with no patient identifiers or survival fields. | justification: This is an in vitro cell line transfection experiment; there are no patient-level clinical data, and no survival time or status (OS/PFS/RFS) reported.","No | stage i evidence: No clinical staging information present; all samples are H441 cell line replicates. | act evidence: No annotation of adjuvant chemotherapy or any treatment history for patients (only siRNA treatments on cell lines). | justification: Dataset contains no patient samples, so cannot meet the >50% Stage I requirement or provide ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset is a cell line transcriptional experiment (H441 cells with scrambled vs ETS2 siRNA). It lacks any patient-level clinical variables, including survival times/status, staging, or ACT annotations, so it does not meet either inclusion criterion.",No,False
samples_table_GSE53882.csv,,gpt-5-mini-2025-08-07,"No | evidence: The sample table contains a 'GPL18130_Survival' column with binary 0/1 values but there is no column reporting survival time (e.g., OS_months, follow-up time) or censoring time. | justification: Although a binary survival/status flag is present, the dataset does not provide patient-specific survival time, which is required by the inclusion criteria.","No | stage i evidence: No stage information (e.g., TNM or stage fields) is present in the provided sample metadata; all tumor samples are labeled generically 'non-small-cell lung cancer'. | act evidence: No adjuvant chemotherapy (ACT) annotation or treatment fields are present in the provided metadata. | justification: The metadata lacks any stage or treatment annotation; therefore neither >50% stage I composition nor explicit ACT annotation can be confirmed.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset fails the required survival criterion (no survival time provided) and does not meet the stage I or ACT criterion (no stage or adjuvant chemotherapy annotations).,No,False
samples_table_GSE28571.csv,,gpt-5-mini-2025-08-07,"No | evidence: Column 'GPL570_Survival' contains categorical labels 'short'/'long'; no patient-specific survival time (e.g., months) or event status (alive/dead) provided. Only 'GPL570_Registry year' present (year of registry), not follow-up time. | justification: The dataset only provides coarse survival group labels (short vs long) and a registry year; it lacks numeric survival times and explicit event/status required by inclusion criterion 1.",No | stage i evidence: No clinical stage column is present in the provided metadata; only 'GPL570_Histology' (histologic subtype) is listed. | act evidence: No annotation or column indicates adjuvant chemotherapy (ACT) status or treatment information. | justification: There is neither stage information to determine proportion of stage I patients nor any ACT annotation; thus neither sub-criterion is met.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails inclusion criterion 1 because patient-specific survival time/status are absent (only 'short'/'long' groups). Fails criterion 2 because no stage data (cannot confirm ≥50% stage I) and no explicit adjuvant chemotherapy annotation.,No,False
samples_table_GSE29135.csv,,gpt-5-mini-2025-08-07,"Yes | evidence: Title and summary state recurrence/relapse-free survival (RFS) was analyzed and the association was assessed using partial Cox regression models. | justification: The study explicitly reports RFS analyses (prediction of recurrence/relapse-free survival) implying patient-specific survival time/status were available for the cohort, even though raw survival columns are not shown in the provided sample table.","Yes | stage i evidence: Title: '...in stage I lung cancer'; Summary: '357 stage I NSCLC patients'; sample metadata lists stages as IA/IB for each patient. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present in the provided sample metadata. | justification: Cohort is composed entirely of stage I (IA/IB) patients (357 total), so >50% are stage I; ACT annotation is absent.",meets survival criterion: Yes | meets stage or act criterion: Yes | justification: The study reports patient-level RFS analyses using Cox models (meets survival criterion) and the cohort consists of stage I patients (meets stage criterion). Thus it satisfies the inclusion requirements.,Yes,False
samples_table_GSE35911.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample table lists cell lines (e.g., H358, H460, IMR90) and cell types (human embryonic stem cell, induced pluripotent cancer cell, lung adenocarcinoma cell line); no patient IDs, survival times, or status fields are present. | justification: Dataset comprises cell line methylome/transcriptome samples, not patient-level clinical data; therefore no OS/RFS/PFS time or event annotations are available.","No | stage i evidence: No staging information provided — samples are cell lines, not clinical patient samples. | act evidence: No adjuvant chemotherapy annotation present in the sample metadata. | justification: Dataset contains experimental cell line samples with no patient stage or treatment annotations; cannot determine any proportion of Stage I cases or ACT status.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival time/status and lacks any patient stage or adjuvant chemotherapy annotations (samples are NSCLC cell lines and related iPSC/ESC samples).,No,False
samples_table_GSE141479.csv,,gpt-5-mini-2025-08-07,"No | evidence: Submitted GEO sample metadata columns: GPL23126_Treatment, GPL23126_Individual, etc.; no fields for survival time or status. Study summary reports response prediction (AUC) to nivolumab but does not report OS/PFS or patient survival times. | justification: No patient-specific survival time or event/status information is present in the provided metadata or in the study summary.",No | stage i evidence: No stage information provided in sample metadata or study summary; diagnosis listed only as 'Non-small cell lung cancer'. | act evidence: Treatment annotations denote pre-treatment or post-treatment (nivolumab) — an immune checkpoint inhibitor — with no explicit mention of adjuvant chemotherapy. | justification: There is neither a majority (>50%) stage I composition indicated nor any explicit adjuvant chemotherapy (ACT) annotation in the metadata or study description.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status (criterion 1 not met) and lacks stage information or ACT annotation (criterion 2 not met). Therefore it does not satisfy the inclusion criteria.,No,False
samples_table_GSE19592.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title and summary describe expression profiling in NSCLC cell line H460 with genetic modification; sample list shows GSM488171/2 are H460 cell line samples (no patient IDs). | justification: Data are from cell line experiments (H460) with DUSP1 perturbation, not clinical patient samples; no patient-specific survival time or status is provided.","No | stage i evidence: All samples are labeled as H460 cell line (GPL570_Cell line = H460); no tumor staging information provided. | act evidence: No adjuvant chemotherapy annotation or clinical treatment metadata present in the description or sample fields. | justification: Dataset contains in vitro cell line expression data only, so neither stage distribution nor ACT annotations are available.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-level survival time/status and lacks clinical staging or ACT annotation because it is an in vitro cell line study.,No,False
samples_table_GSE101673.csv,,gpt-5-mini-2025-08-07,"No | evidence: All sample records describe in vitro human bronchial epithelial cells (HBEC) and mouse xenografts (e.g., 'human bronchial epithelial cells (HBEC)', 'genomic DNA from control cells', 'xenograft with 15month CSC cells'). No fields for patient survival time or status (OS/RFS/PFS) are present. | justification: This is an experimental/cell-line and xenograft methylation dataset, not clinical patient data; no patient-specific survival time or event/status annotations are provided.","No | stage i evidence: Sample annotations list time points and treatments for HBEC cells and xenografts (e.g., 'at 10 month', 'CSC treated cells'), with no clinical stage information. | act evidence: No annotation mentions adjuvant chemotherapy or treatment of patients; all 'Treated with' entries refer to cigarette smoke condensate, KRAS expression, or 'none (control)'. | justification: There is no clinical staging or adjuvant chemotherapy annotation; samples are experimental cell/tumor models, not patient specimens.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no patient-level survival data and no clinical stage/ACT information. Dataset consists of cultured HBEC samples and mouse xenografts, not clinical NSCLC patient samples.",No,False
samples_table_GSE201608.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table contains columns: GPL21185_Group, Accession, Title, Source name, Parental cell line, Cell type, Phenotype. Entries are NCI-H1975 cell line and derived resistant lines (H1975, OR1, OR2); no patient survival time or status fields (OS/PFS/RFS) present. | justification: This is an in vitro cell line dataset (NCI-H1975 and resistant derivatives) with no patient-level clinical data or survival annotations.","No | stage i evidence: Sample metadata lists 'non-small cell lung cancer cell line' for all samples; no staging information (Stage I/II/III/IV) provided. | act evidence: No adjuvant chemotherapy or treatment annotation present; only phenotype 'osimertinib sensitive/resistant' is listed. | justification: There is no patient cohort composition or staging data to determine percentage of Stage I cases, nor any explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival time/status and lacks clinical staging or adjuvant chemotherapy annotation. The dataset is cell line-based, not clinical.",No,False
samples_table_GSE31800.csv,,gpt-5-mini-2025-08-07,"No | evidence: Series metadata and sample records list tissue, subtype, and assay type (mRNA, CGH) but contain no patient-level survival time or status fields (e.g., OS, PFS, RFS). | justification: No survival time or event/status variables are present in the provided summary; only sample/tissue and subtype annotations are shown.","No | stage i evidence: Sample annotations indicate histologic subtype (Adenocarcinoma, Squamous Cell Carcinoma) and 'Resected lung tumor' but do not report clinical stage or percent Stage I composition. | act evidence: No mention of adjuvant chemotherapy or treatment annotations in the series/sample metadata. | justification: Neither stage information nor explicit adjuvant chemotherapy annotations are provided in the available metadata.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status data and contains no stage or ACT annotations required by the inclusion criteria, so it does not meet either required condition.",No,False
samples_table_GSE36821.csv,,gpt-5-mini-2025-08-07,"No | evidence: Summary and sample list describe microarray data from side population (SP) and main population (MP) cells isolated from 4 NSCLC cell lines (A549, H1650, H460, H1975). GSM entries label samples as cell line populations (e.g., 'A549 SP', 'H1650 MP'). | justification: Data are from established cell lines (SP vs MP) with no patient identifiers or any survival time/status (OS/RFS/PFS) reported.","No | stage i evidence: All samples are from cell lines (A549, H1650, H460, H1975); there are no patient samples or staging information. | act evidence: No adjuvant chemotherapy or treatment annotation is provided in the summary or sample metadata. | justification: Because this dataset comprises in vitro cell-line samples rather than patient specimens, neither stage distribution nor ACT annotation apply.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status and contains only cell-line expression samples with no staging or treatment (ACT) annotations; it fails both inclusion requirements.,No,False
samples_table_GSE3593.csv,,gpt-5-mini-2025-08-07,"No | evidence: Many sample records include ""STATUS(0=alive, 1=dead): 0/1"" (e.g. GSM82690 ... ""STATUS(0=alive, 1=dead): 0""). No patient-specific survival time/duration (OS/PFS/RFS) is provided in the file. | justification: The dataset includes binary vital status but lacks any survival time (follow-up duration) field, so criterion 1 (patient-specific survival time and status) is not met.","No | stage i evidence: No staging information (e.g., TNM or stage I/II/III) appears in the provided 'Characteristics' or other fields; entries show only tissue source and STATUS. | act evidence: No explicit adjuvant chemotherapy (ACT) annotations are present in the provided data. | justification: Neither a sample composition showing ≥50% stage I patients nor any ACT annotation is present in the provided metadata.","meets survival criterion: No | meets stage or act criterion: No | justification: The file provides vital status but no survival time, and contains no staging or adjuvant chemotherapy annotations; therefore it fails both required inclusion conditions.",No,False
samples_table_GSE87026.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table/header: 'GPL6244_Group,GPL6244_Accession,GPL6244_Title,GPL6244_Source name,GPL6244_Subtype,GPL6244_Disease state' and rows listing histologic subtypes (acinar, lepidic, papilar, solid). No columns for survival time or status (OS/RFS/PFS). | justification: The metadata contains only sample IDs, tumor subtype, and disease state; there is no patient-specific survival time or event/status information.",No | stage i evidence: No staging information provided in the header or sample rows; only histologic subtype and 'Adenocarsinoma' disease state are listed. | act evidence: No treatment or adjuvant chemotherapy annotation present in the provided metadata. | justification: Neither tumor stage nor any ACT annotation is available; therefore cannot confirm >50% stage I composition or presence of ACT labels.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-level survival time/status and lacks stage or ACT information. Does not meet inclusion requirements for the meta-analysis.,No,False
samples_table_GSE75307.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset is a cell line experiment (HCC827 NSCLC cell line) with sample metadata listing treatments (DMSO, 0.5µM Gefitinib) and co-culture conditions; no patient-level clinical fields or OS/PFS/time-to-event/status reported. | justification: All samples are labelled as a cell line (HCC827) and experimental conditions; no patient identifiers or survival time/status variables are present.","No | stage i evidence: No clinical staging information in metadata; samples are cell line replicates, not patient tumors. | act evidence: Treatment metadata indicates gefitinib (EGFR-TKI) or DMSO in vitro; no explicit adjuvant chemotherapy (ACT) annotation for patients. | justification: Dataset contains only in vitro cell line treatment/co-culture information, so neither >50% Stage I patient composition nor ACT annotation is provided.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails survival-data requirement (no patient survival time/status) and fails the stage I/ACT requirement (no patient staging or ACT annotation); therefore not suitable for inclusion.,No,False
samples_table_GSE19034.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists GSM IDs with fields like 'lung_adenocarcinoma_DNA', 'lung_non-malignant_DNA', 'disease state', and sample numbers. No columns or values for survival time, overall/progression-free survival, or vital status are present. | justification: The provided metadata is assay/sample-oriented (DNA, aCGH) without any patient-level outcome fields. Therefore survival status/time data are not available.",No | stage i evidence: No stage information is present in the metadata; samples are labeled generically as 'lung_adenocarcinoma' or 'lung_non-malignant'. | act evidence: There are no annotations indicating adjuvant chemotherapy (ACT) or treatment status in the provided metadata. | justification: Clinical annotations required to determine stage distribution or ACT exposure are absent; cannot confirm >50% stage I or any ACT annotation.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time/status and contains no stage or adjuvant chemotherapy annotations. It therefore fails both required inclusion criteria.,No,False
samples_table_GSE38944.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset consists of microarray samples from cell lines (A549, H1650) with GSM IDs and treatment/knockdown annotations; no patient IDs, survival times, or status fields present. | justification: All entries describe in vitro cell line experiments (treatment, knockdown). There is no patient-level clinical data or survival/time-to-event variables.","No | stage i evidence: No stage information provided; samples are cell lines, not clinical patients. | act evidence: No annotation of adjuvant chemotherapy or treatment in clinical context—treatments listed are nicotine or EGF applied to cell lines and siRNA knockdown. | justification: Sample composition is entirely cell lines (A549, H1650) with experimental treatments; neither stage nor ACT annotations applicable.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks patient-specific survival time/status, and lacks clinical stage or adjuvant chemotherapy annotations because dataset is preclinical cell-line experiments.",No,False
samples_table_GSE155157.csv,,gpt-5-mini-2025-08-07,"No | evidence: All samples are labeled as HCC827 cell lines (GPL21185_Cell line column) with phenotypes like 'gefitinib resistance - Yes/No'. No patient survival time or status fields (OS/RFS/PFS) are present in the provided metadata. | justification: This is an in vitro cell line dataset (HCC827 and derived resistant lines), not clinical patient data; therefore no patient-specific survival times or status are available.","No | stage i evidence: No clinical staging information provided; samples are cell lines (no TNM or stage fields). | act evidence: No adjuvant chemotherapy (ACT) annotation present in metadata; only 'gefitinib resistance' phenotypes are listed. | justification: The dataset comprises experimental cell-line samples rather than patient tumor samples, so neither stage I composition nor ACT annotations apply.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-level survival data and lacks clinical staging or ACT annotation (cell line study only).,No,False
samples_table_GSE103891.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title and summary describe expression profiling of A549 cell line (control vs TRIB3-silenced). Sample table lists GSM entries as A549 cell line replicates; no patient records or survival time/status fields present. | justification: Dataset consists of in vitro cell line samples, so there is no patient-specific survival time or event status (OS/PFS/RFS).","No | stage i evidence: Samples are A549 lung cancer cell line replicates; no clinical staging information provided. | act evidence: No annotation of adjuvant chemotherapy or any patient treatment is present. | justification: As this is cell line data, there are no patient-stage distributions or treatment annotations to assess; cannot meet >50% stage I or explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset is derived from A549 cell line experiments and lacks any patient-level clinical data including survival times/status, staging, or adjuvant chemotherapy annotations, so it fails both required inclusion criteria.",No,False
samples_table_GSE135304.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata columns shown include 'GPL10558_Post treatment sample' and 'GPL10558_Post treatment days' (e.g., values 'yes' and numeric days), but there are no columns labelled overall survival (OS), progression-free survival (PFS), recurrence-free survival (RFS), survival time, or survival status. | justification: The table contains timing of post-treatment sampling but does not provide any patient-level survival time or event/status fields required by the inclusion criterion.","No | stage i evidence: There is a 'GPL10558_Cancer stage' column with values including '1','2','3','4' and many 'na' across samples (examples: many rows show stage 1, but numerous rows show stages 2-4 or na). | act evidence: There is a 'GPL10558_Post treatment sample' column (yes/no) and 'Post treatment days' but no explicit field indicating adjuvant chemotherapy (ACT) or chemotherapy annotation. | justification: Although cancer stage is present, the dataset contains a mix of stages (and many 'na') across a large heterogeneous sample set; there is not clear evidence that >50% of NSCLC patients are stage I. 'Post treatment sample' indicates sampling time relative to treatment, but it does not explicitly annotate adjuvant chemotherapy. Therefore neither criterion (majority stage I nor explicit ACT annotation) is met.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status data. It does contain cancer stage information and post-treatment sampling flags, but the stage distribution is heterogeneous (with many non-stage-I and 'na') and there is no explicit adjuvant chemotherapy annotation. Thus it fails both required inclusion criteria.",No,False
samples_table_GSE20304.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata lists ChIP-chip samples from cell lines (A549, H1299, CL1-1) with GSM accessions; no patient IDs, survival time, or status fields present. | justification: This is an experimental dataset from cell lines (in vitro) measuring H3K9K14ac; no clinical patient survival data (OS/RFS/PFS) are provided.","No | stage i evidence: None — sample composition is cell lines, not clinical tumor staging. | act evidence: None — no treatment/adjuvant chemotherapy annotations for patients are present. | justification: All samples are labeled as cell lines and experimental conditions (timepoints); there is no clinical staging or adjuvant chemotherapy information.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival/time-status data and lacks clinical stage or ACT annotations (samples are cell lines).,No,False
samples_table_GSE67729.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset consists of cell line / tumor-derived cultured cell samples (A549) with GSM entries describing treatments (control, cisplatin) and stable transductions; no patient records or survival time/status fields are present. | justification: All listed samples are experimental cell-line replicates (A549) rather than patient samples; no overall survival, progression-free survival, recurrence-free survival, or survival status data are provided.","No | stage i evidence: No clinical staging information is provided; samples are cell lines, not patient tumor stages. | act evidence: Although cisplatin (CDDP) treatment is noted, this refers to in vitro treatment of cell lines, not an explicit annotation of patient adjuvant chemotherapy. | justification: The dataset lacks any patient-level stage annotations or explicit clinical ACT labels. The listed treatments are experimental manipulations of cell lines and do not satisfy the requirement for ACT annotation or >50% stage I composition.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion requirements: no patient-specific survival time/status, and no patient staging or clinical ACT annotation (samples are A549 cell-line experiments).",No,False
